Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_DIRECT,GO:0005829~cytosol,191,38.82113821,1.69E-08,"B3670, B4243, B1493, B3429, B1647, B1768, B3829, B0031, B0032, B2297, B1241, B1761, B0033, B4239, B1004, B4118, B3942, B1763, B3789, B0674, B2579, B3787, B1480, B4352, B1482, B4350, B0030, B3416, B3934, B3417, B1636, B0945, B1638, B1198, B3894, B3652, B1593, B3012, B3774, B4069, B2684, B1114, B2687, B1479, B2325, B4381, B3172, B2480, B4384, B3847, B0337, B1702, B2914, B2518, B3608, B4015, B3960, B1780, B1263, B1541, B2597, B4019, B2235, B2114, B3962, B4139, B1260, B3440, B1261, B0729, B1415, B1656, B1538, B3438, B1779, B3956, B2507, B0726, B1539, B2903, B1817, B0727, B0728, B2342, B3553, B3432, B1131, B3433, B2465, B1651, B4245, B2464, B1136, B2620, B4006, B1897, B2501, B1412, B0720, B1896, B3831, B3073, B2021, B3591, B2020, B3908, B3748, B0237, B2779, B0754, B2019, B0755, B3746, B2935, B0757, B0758, B0759, B1849, B1286, B3620, B0077, B1288, B0594, B0870, B0078, B3744, B0750, B1444, B0871, B3745, B1842, B3621, B2091, B2094, B2093, B4154, B2097, B0907, B0908, B2926, B2925, B0903, B2927, B3212, B3213, B4024, B1276, B4025, B3612, B1676, B0104, B3011, B0897, B3407, B2551, B2672, B2795, B1101, B1983, B0651, B1982, B2312, B2557, B1062, B4177, B2153, B1064, B4054, B0928, B3919, B3517, B1976, B2669, B1854, B1612, B0767, B0086, B2143, B2025, B3870, B2266, B2024, B2662, B0002, B3359, B0003, B2026, B0004, B1732, B2029, B3236",399,1033,2941,1.362872331,1.15E-06,1.15E-06,1.12E-06
GOTERM_BP_DIRECT,GO:0006099~tricarboxylic acid cycle,17,3.455284553,1.95E-08,"B0729, B0721, B0722, B1612, B0723, B3956, B0724, B0726, B0727, B0728, B4015, B4016, B1276, B4014, B1136, B3236, B0720",431,27,3277,4.787230386,9.30E-06,9.30E-06,9.09E-06
UP_KEYWORDS,Arginine biosynthesis,11,2.235772358,2.58E-08,"B3957, B3958, B3172, B4254, B2818, B3959, B3960, B0273, B0032, B0033, B3359",490,12,4139,7.743027211,5.72E-06,1.14E-06,9.70E-07
KEGG_PATHWAY,eco01120:Microbial metabolism in diverse environments,74,15.04065041,1.09E-07,"B2779, B0755, B2935, B2133, B0031, B1241, B2297, B1002, B0870, B3588, B4154, B2097, B0907, B2844, B1757, B2926, B2925, B1638, B3212, B3894, B3213, B4024, B1276, B4025, B4069, B3612, B2169, B1676, B3925, B1702, B2838, B2914, B4015, B2551, B1780, B2154, B1461, B3365, B4014, B1224, B0729, B3919, B1415, B0721, B1612, B0722, B1854, B0767, B0723, B0724, B1779, B3956, B0726, B0727, B0728, B2661, B2342, B3553, B2341, B3433, B3870, B1970, B2465, B2464, B0002, B1378, B3359, B1136, B0003, B3236, B0004, B3830, B2029, B0720",290,231,1564,1.727660845,1.07E-05,1.53E-06,1.23E-06
KEGG_PATHWAY,eco00190:Oxidative phosphorylation,22,4.471544715,9.02E-07,"B2281, B2280, B2283, B4154, B2282, B0721, B0722, B0733, B0723, B0724, B0429, B2276, B2278, B2277, B0430, B0431, B3733, B2279, B3734, B3731, B2501, B3732",290,40,1564,2.966206897,8.84E-05,1.11E-05,8.91E-06
UP_KEYWORDS,Glycolysis,12,2.43902439,1.75E-06,"B2779, B1854, B0755, B1779, B2926, B0726, B2925, B2097, B3919, B4025, B3612, B1676",490,19,4139,5.3349087,3.88E-04,6.47E-05,5.48E-05
GOTERM_BP_DIRECT,GO:0009060~aerobic respiration,14,2.845528455,1.82E-06,"B2281, B2283, B2282, B0721, B0722, B0723, B0724, B0429, B2133, B2276, B2277, B0430, B0431, B3833",431,24,3277,4.435228152,8.70E-04,3.45E-04,3.37E-04
GOTERM_BP_DIRECT,GO:0006096~glycolytic process,13,2.642276423,2.16E-06,"B2097, B3919, B2779, B0755, B1854, B1779, B2926, B0726, B2925, B4025, B3612, B3236, B1676",431,21,3277,4.706772732,0.001033798,3.45E-04,3.37E-04
GOTERM_BP_DIRECT,GO:0006526~arginine biosynthetic process,9,1.829268293,2.93E-06,"B3957, B3958, B3172, B2818, B3959, B3960, B0032, B0033, B3359",431,10,3277,6.842923434,0.001398786,3.50E-04,3.42E-04
GOTERM_MF_DIRECT,GO:0042802~identical protein binding,63,12.80487805,6.98E-06,"B3073, B4243, B3591, B2021, B3153, B3869, B2779, B3748, B3506, B0754, B3746, B2659, B0759, B0031, B1241, B1288, B1761, B0870, B1004, B3942, B1444, B0871, B0674, B3789, B0796, B2091, B4352, B2097, B3418, B1636, B2728, B4025, B2601, B1676, B0104, B4384, B0337, B2551, B1341, B2154, B2156, B2235, B2312, B3962, B0052, B4054, B1261, B0928, B3919, B1612, B1854, B2507, B0726, B2903, B2143, B2022, B3870, B2662, B3359, B1732, B2029, B0720, B3831",429,272,3186,1.720125463,0.003775701,0.003782834,0.003775854
KEGG_PATHWAY,eco01210:2-Oxocarboxylic acid metabolism,16,3.25203252,7.79E-06,"B3670, B3671, B0928, B3957, B3958, B2818, B3959, B3433, B3774, B0077, B4024, B1276, B0078, B1136, B3359, B0720",290,26,1564,3.318832891,7.63E-04,8.12E-05,6.54E-05
KEGG_PATHWAY,eco00220:Arginine biosynthesis,13,2.642276423,8.28E-06,"B3172, B4254, B0928, B3957, B3958, B2818, B3959, B3960, B0273, B3870, B1761, B0485, B3359",290,18,1564,3.895019157,8.11E-04,8.12E-05,6.54E-05
UP_KEYWORDS,Metal-binding,109,22.15447154,9.97E-06,"B3671, B1646, B1768, B3829, B1927, B0837, B0273, B0033, B3942, B0431, B1763, B3789, B2215, B1084, B3812, B2726, B2208, B2604, B2727, B1594, B3894, B1593, B3774, B4069, B2563, B2687, B1479, B3571, B3847, B0337, B0733, B3966, B1702, B2518, B4015, B4019, B2236, B2235, B2114, B4254, B0052, B0325, B0721, B3957, B1656, B0722, B1538, B0724, B0728, B1891, B2067, B4005, B4244, B2465, B1651, B1136, B1378, B3038, B1897, B2501, B2261, B3990, B2020, B3908, B0237, B2779, B2019, B2935, B2659, B0757, B0758, B1849, B0077, B0750, B1687, B2091, B2096, B2925, B3212, B3213, B1276, B3612, B1676, B0104, B2281, B2283, B3011, B3925, B0812, B1341, B3365, B1224, B1587, B2312, B3247, B2557, B1062, B2150, B4177, B2153, B1854, B1612, B0803, B2264, B2022, B2143, B0123, B1732, B2820",490,629,4139,1.463777944,0.002211999,3.16E-04,2.68E-04
UP_KEYWORDS,Transferase,100,20.32520325,1.15E-05,"B1090, B3791, B3670, B3671, B4240, B3790, B3429, B3428, B3829, B0273, B2297, B3789, B2844, B3416, B1757, B2604, B3417, B1636, B0428, B2563, B3651, B1113, B2169, B2601, B4384, B1702, B2518, B4016, B1263, B4014, B4019, B3447, B4093, B4094, B4254, B1817, B0727, B3959, B2342, B2584, B2067, B3432, B2465, B3430, B4245, B2464, B3794, B3833, B4006, B2501, B0720, B1896, B3831, B4041, B3073, B2021, B3591, B3869, B0754, B2019, B1725, B2935, B0757, B0758, B2818, B1849, B3620, B0077, B0594, B0078, B0750, B1842, B3621, B1049, B2094, B2093, B2370, B0907, B0908, B2926, B0903, B4024, B2126, B1676, B2551, B1341, B1101, B2312, B4054, B0928, B1854, B3911, B2704, B2023, B2264, B0087, B2662, B0002, B3359, B0003",490,566,4139,1.49239201,0.002549572,3.19E-04,2.70E-04
GOTERM_BP_DIRECT,GO:0006974~cellular response to DNA damage stimulus,48,9.756097561,2.12E-05,"B4381, B3990, B4384, B2819, B3528, B3429, B3408, B0957, B0273, B1780, B3001, B0792, B4036, B1188, B4239, B3744, B3822, B3588, B2215, B4352, B4154, B4033, B4177, B4353, B4034, B0030, B3438, B0802, B3959, B1198, B3894, B3432, B1131, B1197, B4005, B3433, B2663, B2024, B3431, B2266, B1114, B1853, B1930, B4149, B1732, B2149, B1896, B3831",431,199,3277,1.833949329,0.010092554,0.002028744,0.001982058
UP_KEYWORDS,Pyridoxal phosphate,20,4.06504065,2.50E-05,"B3073, B3791, B1493, B3591, B2021, B1261, B4054, B0928, B0907, B3517, B3428, B3417, B2838, B2903, B2551, B2662, B0870, B3359, B0004, B3008",490,59,4139,2.863369076,0.005532874,5.97E-04,5.05E-04
UP_KEYWORDS,Histidine biosynthesis,8,1.62601626,2.69E-05,"B2019, B2021, B2020, B2023, B2022, B2025, B2024, B2026",490,10,4139,6.75755102,0.005950804,5.97E-04,5.05E-04
GOTERM_BP_DIRECT,GO:0008652~cellular amino acid biosynthetic process,16,3.25203252,2.75E-05,"B1260, B4243, B1262, B1261, B0908, B0754, B3212, B3773, B0031, B3213, B1263, B0033, B3766, B0674, B2601, B4139",431,37,3277,3.287891139,0.013040139,0.002187621,0.002137279
UP_KEYWORDS,NAD,34,6.910569106,4.02E-05,"B2281, B2280, B2283, B2282, B2020, B1602, B1603, B0759, B3608, B2133, B0031, B2276, B1241, B1288, B2278, B3365, B2277, B3788, B1444, B1004, B2279, B3962, B3787, B2091, B0052, B1415, B1779, B2927, B3894, B3553, B2341, B3236, B1479, B1412",490,138,4139,2.081129843,0.008882598,8.11E-04,6.87E-04
GOTERM_BP_DIRECT,GO:0000105~histidine biosynthetic process,8,1.62601626,5.38E-05,"B2019, B2021, B2020, B2023, B2022, B2025, B2024, B2026",431,10,3277,6.082598608,0.02536616,0.003670391,0.003585926
GOTERM_MF_DIRECT,GO:0051287~NAD binding,17,3.455284553,6.97E-05,"B2020, B0052, B3958, B1603, B1779, B3608, B2927, B3553, B2133, B0031, B2341, B3433, B1136, B1004, B1444, B1479, B3787",429,43,3186,2.936087169,0.037082255,0.01545104,0.015422532
GOTERM_CC_DIRECT,GO:0016020~membrane,46,9.349593496,7.07E-05,"B4381, B4243, B1493, B4384, B2779, B0897, B0336, B0733, B0812, B0957, B2551, B1241, B1288, B0594, B4035, B3486, B2497, B1004, B1224, B2114, B3745, B4139, B4154, B4033, B4177, B2097, B1819, B1818, B3919, B3517, B0887, B1656, B1779, B0945, B1817, B0903, B3894, B3751, B3870, B3733, B0860, B3734, B3236, B1676, B3732, B3831",399,191,2941,1.775197155,0.004794133,0.002402746,0.002332077
KEGG_PATHWAY,eco00680:Methane metabolism,15,3.048780488,7.99E-05,"B2097, B0907, B2779, B0755, B3925, B3956, B1702, B2925, B2551, B3894, B2297, B2154, B4069, B3612, B3236",290,27,1564,2.996168582,0.007797383,7.12E-04,5.74E-04
GOTERM_MF_DIRECT,GO:0030170~pyridoxal phosphate binding,20,4.06504065,8.55E-05,"B3073, B3791, B1260, B1493, B3591, B2021, B1261, B4054, B0928, B0907, B3517, B3428, B3417, B2838, B2551, B2662, B0870, B3359, B0004, B3008",429,57,3186,2.605815237,0.045297114,0.01545104,0.015422532
UP_KEYWORDS,Glutamine amidotransferase,8,1.62601626,1.43E-04,"B2507, B3212, B2023, B1263, B0032, B2312, B0674, B2557",490,12,4139,5.631292517,0.031304342,0.00265021,0.002244322
INTERPRO,IPR015424:Pyridoxal phosphate-dependent transferase,15,3.048780488,1.64E-04,"B3073, B3791, B1493, B3591, B2021, B4054, B0928, B0907, B3517, B2903, B2551, B2662, B0870, B3359, B3008",487,40,3956,3.046201232,0.175723405,0.096616661,0.096616661
INTERPRO,"IPR015421:Pyridoxal phosphate-dependent transferase, major region, subdomain 1",15,3.048780488,1.64E-04,"B3073, B3791, B1493, B3591, B2021, B4054, B0928, B0907, B3517, B2903, B2551, B2662, B0870, B3359, B3008",487,40,3956,3.046201232,0.175723405,0.096616661,0.096616661
KEGG_PATHWAY,eco00650:Butanoate metabolism,17,3.455284553,1.70E-04,"B4154, B3670, B3671, B1493, B0721, B3517, B0722, B2844, B0723, B0724, B0903, B2661, B1241, B2341, B0077, B0078, B2662",290,35,1564,2.619507389,0.016505067,0.001332249,0.001073956
KEGG_PATHWAY,eco00340:Histidine metabolism,8,1.62601626,1.77E-04,"B2019, B2021, B2020, B2023, B2022, B2025, B2024, B2026",290,9,1564,4.793869732,0.017171624,0.001332249,0.001073956
UP_KEYWORDS,NADP,24,4.87804878,2.11E-04,"B3990, B3011, B0052, B0325, B1602, B3958, B1603, B1647, B1539, B3212, B3553, B2661, B0031, B3213, B3012, B3433, B3774, B1761, B0002, B1136, B3962, B3588, B2029, B0104",490,90,4139,2.252517007,0.045721786,0.003599622,0.003048329
KEGG_PATHWAY,eco00500:Starch and sucrose metabolism,15,3.048780488,2.16E-04,"B3571, B4240, B3429, B3416, B3428, B3417, B1927, B3432, B1197, B3430, B3431, B4025, B4239, B1897, B1896",290,29,1564,2.789536266,0.020903515,0.001508772,0.001216255
KEGG_PATHWAY,eco00020:Citrate cycle (TCA cycle),14,2.845528455,2.35E-04,"B4154, B0729, B0721, B0722, B1612, B0723, B0724, B0726, B0727, B0728, B1276, B1136, B3236, B0720",290,26,1564,2.90397878,0.0227274,0.001532464,0.001235353
UP_KEYWORDS,Quinone,8,1.62601626,2.79E-04,"B2281, B2280, B2283, B2282, B2276, B2278, B2277, B2279",490,13,4139,5.19811617,0.06006034,0.00442364,0.003746145
KEGG_PATHWAY,eco00010:Glycolysis / Gluconeogenesis,18,3.658536585,3.16E-04,"B2097, B3919, B2779, B0755, B3925, B1854, B1779, B2926, B2925, B1780, B1241, B1002, B1101, B4069, B4025, B3612, B3588, B1676",290,40,1564,2.426896552,0.030488592,0.001934884,0.001559754
UP_SEQ_FEATURE,active site:Proton donor,22,4.471544715,3.73E-04,"B2261, B2096, B3571, B1261, B3748, B2779, B1702, B1647, B2925, B1927, B3553, B3012, B2143, B1131, B1002, B3431, B4014, B2024, B4025, B3788, B4239, B1479",490,82,4147,2.270632155,0.270087258,0.315144523,0.315144523
UP_KEYWORDS,Allosteric enzyme,13,2.642276423,4.16E-04,"B4254, B2153, B1854, B3956, B3428, B3417, B1263, B3430, B4024, B0002, B1982, B0720, B1676",490,35,4139,3.137434402,0.088175407,0.006152563,0.005210279
UP_KEYWORDS,Ubiquinone,8,1.62601626,5.02E-04,"B2281, B2280, B2283, B2282, B2276, B2278, B2277, B2279",490,14,4139,4.826822157,0.10539705,0.00695921,0.005893385
UP_KEYWORDS,Branched-chain amino acid biosynthesis,9,1.829268293,5.33E-04,"B3670, B3671, B4243, B3773, B3774, B0077, B3672, B0078, B3766",490,18,4139,4.223469388,0.111629213,0.006960854,0.005894777
GOTERM_CC_DIRECT,GO:0045272~plasma membrane respiratory chain complex I,8,1.62601626,6.50E-04,"B2281, B2280, B2283, B2282, B2276, B2278, B2277, B2279",399,13,2941,4.535955273,0.043242373,0.014730273,0.014297029
UP_KEYWORDS,Pyrimidine biosynthesis,7,1.422764228,7.23E-04,"B1062, B0945, B4246, B0032, B4244, B0033, B4245",490,11,4139,5.375324675,0.148347764,0.008917719,0.007551943
GOTERM_MF_DIRECT,GO:0030976~thiamine pyrophosphate binding,7,1.422764228,7.40E-04,"B2935, B3671, B0726, B2264, B0077, B1378, B0871",429,10,3186,5.198601399,0.330493898,0.100266634,0.10008164
INTERPRO,IPR016040:NAD(P)-binding domain,29,5.894308943,8.10E-04,"B1668, B1603, B0759, B3608, B0031, B1288, B1761, B3788, B3787, B2091, B3440, B3087, B0729, B0325, B3958, B1779, B0869, B1539, B2927, B3553, B2584, B3213, B2341, B3433, B3774, B0002, B3236, B1479, B2029",487,124,3956,1.899781414,0.615970335,0.318882603,0.318882603
UP_KEYWORDS,Galactitol metabolism,5,1.016260163,8.73E-04,"B2091, B2094, B2093, B2096, B2095",490,5,4139,8.446938776,0.176290983,0.010202803,0.008640212
KEGG_PATHWAY,eco00620:Pyruvate metabolism,20,4.06504065,0.001033502,"B4154, B1415, B1612, B1854, B2844, B3956, B1702, B0903, B2133, B1241, B2297, B1651, B4014, B4069, B1378, B0871, B3236, B1479, B3588, B1676",290,51,1564,2.114942529,0.096370265,0.005957836,0.004802745
GOTERM_CC_DIRECT,GO:0030964~NADH dehydrogenase complex,8,1.62601626,0.001149924,"B2281, B2280, B2283, B2282, B2276, B2278, B2277, B2279",399,14,2941,4.211958468,0.075257372,0.019548707,0.018973745
UP_KEYWORDS,Glycosyltransferase,16,3.25203252,0.001294252,"B4384, B3429, B2019, B3416, B3428, B3417, B3432, B3620, B1263, B3794, B2312, B1113, B3621, B1896, B3831, B1049",490,55,4139,2.45729128,0.249870922,0.013773113,0.011663718
UP_KEYWORDS,Thiamine pyrophosphate,7,1.422764228,0.001302862,"B2935, B3671, B0726, B2264, B0077, B2465, B0871",490,12,4139,4.927380952,0.25130528,0.013773113,0.011663718
GOTERM_BP_DIRECT,GO:0015990~electron transport coupled proton transport,6,1.219512195,0.001515628,"B0429, B2276, B2278, B2277, B0430, B0431",431,8,3277,5.702436195,0.515685016,0.081626014,0.079747591
GOTERM_BP_DIRECT,GO:0006979~response to oxidative stress,14,2.845528455,0.001536891,"B2480, B1482, B3153, B3908, B2208, B2584, B1276, B3942, B1136, B3612, B1004, B1378, B1732, B1412",431,41,3277,2.596231113,0.520590063,0.081626014,0.079747591
UP_KEYWORDS,Nucleotide-binding,79,16.05691057,0.001824255,"B2180, B1291, B1808, B2819, B3869, B3749, B2019, B3746, B0757, B1603, B1849, B0032, B0033, B4035, B3540, B0594, B3541, B0794, B3744, B1004, B0674, B3822, B4352, B2370, B4350, B0151, B0708, B3418, B2604, B1636, B2926, B2727, B3652, B3454, B1593, B3774, B3455, B0066, B4024, B4069, B1114, B2126, B3734, B1676, B3732, B3172, B1702, B2518, B1341, B4016, B3486, B2114, B2557, B2677, B4094, B4177, B2153, B0729, B0886, B0887, B1854, B3911, B1779, B2507, B3959, B0728, B0086, B2067, B4005, B3870, B3430, B0760, B0002, B0003, B3038, B2026, B2501, B2149, B2820",490,486,4139,1.373062064,0.333259609,0.018408395,0.015589091
UP_KEYWORDS,Magnesium,46,9.349593496,0.002020704,"B2261, B3671, B2779, B2019, B2935, B0757, B1702, B2518, B1849, B4015, B1341, B0077, B1763, B0871, B3789, B2312, B3588, B2557, B3247, B2215, B1084, B4177, B0052, B1854, B3812, B2604, B3956, B1636, B0728, B2067, B1593, B4005, B0087, B2264, B3774, B2022, B2465, B4069, B2563, B1136, B3038, B2502, B1897, B1676, B2501, B2820",490,250,4139,1.554236735,0.361765888,0.019123624,0.01619478
UP_KEYWORDS,Purine biosynthesis,8,1.62601626,0.002067419,"B2507, B4177, B1849, B1131, B4005, B2312, B2557, B4006",490,17,4139,3.975030012,0.368364038,0.019123624,0.01619478
GOTERM_BP_DIRECT,GO:0009097~isoleucine biosynthetic process,7,1.422764228,0.002267108,"B3670, B3671, B4243, B3774, B3433, B0077, B0078",431,12,3277,4.435228152,0.662067034,0.090306455,0.088228273
GOTERM_BP_DIRECT,GO:0009099~valine biosynthetic process,7,1.422764228,0.002267108,"B3670, B3671, B3774, B0077, B3672, B0078, B3766",431,12,3277,4.435228152,0.662067034,0.090306455,0.088228273
GOTERM_BP_DIRECT,GO:0006541~glutamine metabolic process,7,1.422764228,0.002267108,"B2507, B2023, B1263, B0032, B2312, B0674, B2557",431,12,3277,4.435228152,0.662067034,0.090306455,0.088228273
GOTERM_MF_DIRECT,GO:0003954~NADH dehydrogenase activity,11,2.235772358,0.002359495,"B2281, B2280, B2283, B2282, B3894, B2276, B2278, B2277, B1224, B1587, B2279",429,28,3186,2.917582418,0.722062069,0.255769273,0.255297374
UP_SEQ_FEATURE,binding site:Substrate,29,5.894308943,0.003022012,"B1493, B2020, B2779, B3748, B1702, B0759, B3608, B1780, B3788, B4139, B0052, B4054, B3919, B3517, B1612, B1854, B0723, B1757, B1636, B2926, B1539, B1638, B3959, B2927, B3012, B1970, B1136, B3236, B1676",490,140,4147,1.753104956,0.922264245,0.932520556,0.932520556
GOTERM_BP_DIRECT,GO:0000050~urea cycle,5,1.016260163,0.003527812,"B3172, B4254, B0273, B0032, B0033",431,6,3277,6.336040217,0.815346746,0.119486346,0.11673666
GOTERM_BP_DIRECT,GO:0009246~enterobacterial common antigen biosynthetic process,7,1.422764228,0.003749572,"B3791, B3790, B3793, B3794, B3788, B3789, B3787",431,13,3277,4.094056755,0.833982783,0.119486346,0.11673666
GOTERM_BP_DIRECT,GO:0006094~gluconeogenesis,7,1.422764228,0.003749572,"B0755, B3925, B1702, B2925, B3919, B4025, B1479",431,13,3277,4.094056755,0.833982783,0.119486346,0.11673666
